car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,age_squared,km_per_year,power_per_cc,mileage_per_hp,age_km_interaction,engine_power_interaction,engine_category,brand_group,brand_model
Hyundai Grand,Hyundai,Grand,2,9000,Individual,Petrol,Manual,20.7,1197,81.86,5,710000,4,3000.0,0.068330550918197,0.2498189717595945,18000,97986.42,Small,Mass Market,Hyundai_Grand
Honda City,Honda,City,5,53000,Dealer,Petrol,Manual,16.8,1497,116.3,5,770000,25,8833.333333333334,0.07763684913217624,0.14322250639386191,265000,174101.1,Small,Mass Market,Honda_City
Ford Endeavour,Ford,Endeavour,3,11387,Individual,Diesel,Automatic,10.91,3198,197.0,7,2900000,9,2846.75,0.061581744295092215,0.0551010101010101,34161,630006.0,Large,Mass Market,Ford_Endeavour
Honda Amaze,Honda,Amaze,3,50000,Individual,Diesel,Manual,25.8,1498,98.6,5,720000,9,12500.0,0.0657771847898599,0.25903614457831325,150000,147702.8,Small,Mass Market,Honda_Amaze
Mahindra KUV,Mahindra,KUV,5,52000,Dealer,Diesel,Manual,25.32,1198,77.0,5,375000,25,8666.666666666666,0.06422018348623854,0.32461538461538464,260000,92246.0,Small,Mass Market,Mahindra_KUV
Datsun GO,Datsun,GO,6,35000,Individual,Petrol,Manual,19.44,1198,67.0,7,400000,36,5000.0,0.05587989991659716,0.2858823529411765,210000,80266.0,Small,Mass Market,Datsun_GO
Renault Duster,Renault,Duster,6,48000,Individual,Diesel,Manual,19.87,1461,83.8,5,600000,36,6857.142857142857,0.0573187414500684,0.23431603773584908,288000,122431.8,Small,Mass Market,Renault_Duster
Honda Jazz,Honda,Jazz,3,18000,Individual,Petrol,Manual,18.7,1199,88.7,5,600000,9,4500.0,0.07391666666666667,0.2084726867335563,54000,106351.3,Small,Mass Market,Honda_Jazz
Maruti Wagon R,Maruti,Wagon R,9,57413,Individual,LPG,Manual,14.4,998,61.7,5,270000,81,5741.3,0.06176176176176176,0.22966507177033493,516717,61576.600000000006,Small,Mass Market,Maruti_Wagon R
Hyundai i20,Hyundai,i20,6,30000,Individual,Petrol,Manual,18.6,1197,81.83,5,500000,36,4285.714285714285,0.06830550918196995,0.22455632017385008,180000,97950.51,Small,Mass Market,Hyundai_i20
Hyundai Verna,Hyundai,Verna,6,55000,Dealer,Diesel,Manual,23.9,1582,126.2,5,650000,36,7857.142857142857,0.07972204674668351,0.18789308176100628,330000,199648.4,Mid,Mass Market,Hyundai_Verna
Maruti Swift,Maruti,Swift,3,10000,Individual,Petrol,Automatic,21.21,1197,81.8,5,660000,9,2500.0,0.0682804674457429,0.2561594202898551,30000,97914.59999999999,Small,Mass Market,Maruti_Swift
BMW 3,BMW,3,5,68000,Dealer,Diesel,Automatic,22.69,1995,190.0,5,2090000,25,11333.333333333334,0.09519038076152304,0.11879581151832462,340000,379050.0,Mid,Luxury,BMW_3
Kia Seltos,Kia,Seltos,1,8000,Dealer,Petrol,Manual,16.8,1497,113.4,5,1275000,1,4000.0,0.07570093457943926,0.14685314685314685,8000,169759.80000000002,Small,Mass Market,Kia_Seltos
Maruti Swift,Maruti,Swift,6,65000,Dealer,Diesel,Manual,28.4,1248,74.0,5,495000,36,9285.714285714286,0.059247397918334666,0.37866666666666665,390000,92352.0,Small,Mass Market,Maruti_Swift
Hyundai Grand,Hyundai,Grand,5,25000,Individual,Petrol,Manual,18.9,1197,82.0,5,475000,25,4166.666666666667,0.06844741235392321,0.22771084337349395,125000,98154.0,Small,Mass Market,Hyundai_Grand
Maruti Ciaz,Maruti,Ciaz,6,70000,Individual,Petrol,Manual,20.73,1373,91.1,5,530000,36,10000.0,0.0663027656477438,0.2250814332247557,420000,125080.29999999999,Small,Mass Market,Maruti_Ciaz
Tata Tiago,Tata,Tiago,5,9500,Individual,Petrol,Manual,23.84,1199,84.0,5,530000,25,1583.3333333333333,0.07,0.28047058823529414,47500,100716.0,Small,Mass Market,Tata_Tiago
Hyundai Verna,Hyundai,Verna,6,9100,Individual,Petrol,Manual,17.01,1591,121.3,5,650000,36,1300.0,0.07619346733668342,0.13908421913327884,54600,192988.3,Mid,Mass Market,Hyundai_Verna
Honda City,Honda,City,11,86000,Dealer,Petrol,Manual,17.0,1497,118.0,5,335000,121,7166.666666666667,0.0787716955941255,0.14285714285714285,946000,176646.0,Small,Mass Market,Honda_City
Audi A4,Audi,A4,8,78000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1290000,64,8666.666666666666,0.07491620111731843,0.11144030705003032,624000,290299.68,Mid,Luxury,Audi_A4
Ford Figo,Ford,Figo,10,60000,Individual,Diesel,Manual,20.0,1399,68.0,5,300000,100,5454.545454545455,0.04857142857142857,0.2898550724637681,600000,95132.0,Small,Mass Market,Ford_Figo
Maruti Wagon R,Maruti,Wagon R,2,7883,Trustmark Dealer,Petrol,Automatic,21.5,1197,81.8,5,550000,4,2627.6666666666665,0.0682804674457429,0.25966183574879226,15766,97914.59999999999,Small,Mass Market,Maruti_Wagon R
Maruti Swift Dzire,Maruti,Swift Dzire,8,50205,Trustmark Dealer,Diesel,Manual,23.4,1248,74.0,5,390000,64,5578.333333333333,0.059247397918334666,0.312,401640,92352.0,Small,Mass Market,Maruti_Swift Dzire
Mahindra Bolero,Mahindra,Bolero,13,220000,Individual,Diesel,Manual,13.6,2523,63.0,7,260000,169,15714.285714285714,0.02496038034865293,0.2125,2860000,158949.0,Large,Mass Market,Mahindra_Bolero
Tata Tigor,Tata,Tigor,4,58000,Dealer,Diesel,Manual,24.7,1047,69.0,5,395000,16,11600.0,0.06583969465648855,0.35285714285714287,232000,72243.0,Small,Mass Market,Tata_Tigor
Mahindra Scorpio,Mahindra,Scorpio,9,170000,Individual,Diesel,Manual,12.05,2179,120.0,8,550000,81,17000.0,0.05504587155963303,0.09958677685950414,1530000,261480.0,Mid,Mass Market,Mahindra_Scorpio
Maruti Swift Dzire,Maruti,Swift Dzire,3,15000,Individual,Petrol,Manual,22.0,1197,81.8,5,650000,9,3750.0,0.0682804674457429,0.26570048309178745,45000,97914.59999999999,Small,Mass Market,Maruti_Swift Dzire
Maruti Swift,Maruti,Swift,5,71245,Dealer,Diesel,Manual,28.4,1248,74.0,5,375000,25,11874.166666666666,0.059247397918334666,0.37866666666666665,356225,92352.0,Small,Mass Market,Maruti_Swift
Kia Seltos,Kia,Seltos,2,7000,Individual,Petrol,Manual,16.1,1353,138.0,5,1300000,4,2333.3333333333335,0.1019202363367799,0.11582733812949642,14000,186714.0,Small,Mass Market,Kia_Seltos
Maruti Alto,Maruti,Alto,3,20000,Individual,Petrol,Manual,23.95,998,67.05,5,360000,9,5000.0,0.06711711711711711,0.35194709772226307,60000,66915.9,Small,Mass Market,Maruti_Alto
Maruti Celerio,Maruti,Celerio,1,8700,Individual,Petrol,Manual,21.63,998,67.04,5,505000,1,4350.0,0.06710710710710711,0.3179012345679012,8700,66905.92000000001,Small,Mass Market,Maruti_Celerio
Maruti Alto,Maruti,Alto,2,25000,Individual,Petrol,Manual,24.7,796,47.3,5,310000,4,8333.333333333334,0.059347553324968626,0.5113871635610766,50000,37650.799999999996,Small,Mass Market,Maruti_Alto
Hyundai i20,Hyundai,i20,6,42000,Dealer,Petrol,Manual,18.6,1197,81.86,5,545000,36,6000.0,0.068330550918197,0.22447501810282405,252000,97986.42,Small,Mass Market,Hyundai_i20
Mahindra Bolero,Mahindra,Bolero,15,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,150000,225,7500.0,0.02496038034865293,0.2125,1800000,158949.0,Large,Mass Market,Mahindra_Bolero
Maruti Baleno,Maruti,Baleno,3,50000,Individual,Petrol,Manual,21.4,1197,83.1,5,580000,9,12500.0,0.06936560934891485,0.2544589774078478,150000,99470.7,Small,Mass Market,Maruti_Baleno
Maruti Wagon R,Maruti,Wagon R,10,58000,Individual,Petrol,Manual,18.9,998,67.1,5,250000,100,5272.727272727273,0.06716716716716715,0.2775330396475771,580000,66965.79999999999,Small,Mass Market,Maruti_Wagon R
Hyundai Verna,Hyundai,Verna,4,36000,Individual,Petrol,Manual,17.43,1396,105.5,5,650000,16,7200.0,0.07551896921975662,0.1636619718309859,144000,147278.0,Small,Mass Market,Hyundai_Verna
Maruti Ertiga,Maruti,Ertiga,3,30000,Individual,Diesel,Manual,25.47,1248,88.5,7,410000,9,7500.0,0.07085668534827862,0.28458100558659216,90000,110448.0,Small,Mass Market,Maruti_Ertiga
Ford Ecosport,Ford,Ecosport,6,162828,Dealer,Diesel,Manual,22.77,1498,98.59,5,531000,36,23261.14285714286,0.06577051367578386,0.22863741339491916,976968,147687.82,Small,Mass Market,Ford_Ecosport
Ford Ecosport,Ford,Ecosport,3,7500,Individual,Diesel,Manual,23.0,1498,98.96,5,890000,9,1875.0,0.06601734489659773,0.2300920368147259,22500,148242.08,Small,Mass Market,Ford_Ecosport
Tata Safari,Tata,Safari,5,47227,Dealer,Diesel,Manual,14.0,2179,138.1,7,775000,25,7871.166666666667,0.06334862385321101,0.100647016534867,236135,300919.89999999997,Mid,Mass Market,Tata_Safari
Maruti Wagon R,Maruti,Wagon R,3,52000,Dealer,CNG,Manual,33.54,998,67.04,5,435000,9,13000.0,0.06710710710710711,0.49294532627865956,156000,66905.92000000001,Small,Mass Market,Maruti_Wagon R
Ford Figo,Ford,Figo,9,74000,Dealer,Diesel,Manual,20.0,1399,68.05,5,185000,81,7400.0,0.048607142857142856,0.28964518464880523,666000,95201.95,Small,Mass Market,Ford_Figo
Mahindra Bolero,Mahindra,Bolero,10,47000,Dealer,Diesel,Manual,15.96,2523,62.1,7,440000,100,4272.727272727273,0.02460380348652932,0.25293185419968306,470000,156678.30000000002,Large,Mass Market,Mahindra_Bolero
Hyundai i20,Hyundai,i20,6,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,450000,36,7142.857142857143,0.06830550918196995,0.22455632017385008,300000,97950.51,Small,Mass Market,Hyundai_i20
Maruti Baleno,Maruti,Baleno,4,100000,Individual,Petrol,Manual,21.4,1197,83.1,5,600000,16,20000.0,0.06936560934891485,0.2544589774078478,400000,99470.7,Small,Mass Market,Maruti_Baleno
Maruti Celerio,Maruti,Celerio,7,35000,Individual,Petrol,Manual,23.1,998,67.04,5,320000,49,4375.0,0.06710710710710711,0.3395061728395062,245000,66905.92000000001,Small,Mass Market,Maruti_Celerio
Hyundai i20,Hyundai,i20,5,50000,Individual,Diesel,Manual,21.19,1396,88.73,5,700000,25,8333.333333333334,0.06351467430207589,0.23615290315390616,250000,123867.08,Small,Mass Market,Hyundai_i20
Ford Aspire,Ford,Aspire,3,10000,Individual,Petrol,Manual,18.16,1196,86.8,5,630000,9,2500.0,0.07251461988304093,0.20683371298405467,30000,103812.8,Small,Mass Market,Ford_Aspire
Maruti Alto,Maruti,Alto,5,10370,Individual,Petrol,Manual,22.74,796,47.3,5,320000,25,1728.3333333333333,0.059347553324968626,0.47080745341614905,51850,37650.799999999996,Small,Mass Market,Maruti_Alto
Honda City,Honda,City,8,62000,Dealer,Petrol,Manual,16.8,1497,116.3,5,465000,64,6888.888888888889,0.07763684913217624,0.14322250639386191,496000,174101.1,Small,Mass Market,Honda_City
Hyundai i20,Hyundai,i20,5,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000,25,6666.666666666667,0.06830550918196995,0.22455632017385008,200000,97950.51,Small,Mass Market,Hyundai_i20
Maruti Swift,Maruti,Swift,4,60000,Individual,Petrol,Manual,22.0,1197,81.8,5,445000,16,12000.0,0.0682804674457429,0.26570048309178745,240000,97914.59999999999,Small,Mass Market,Maruti_Swift
Tata Safari,Tata,Safari,8,67231,Dealer,Diesel,Manual,14.0,2179,138.1,7,705000,64,7470.111111111111,0.06334862385321101,0.100647016534867,537848,300919.89999999997,Mid,Mass Market,Tata_Safari
Maruti Wagon R,Maruti,Wagon R,8,64000,Dealer,CNG,Manual,33.54,998,67.04,5,270000,64,7111.111111111111,0.06710710710710711,0.49294532627865956,512000,66905.92000000001,Small,Mass Market,Maruti_Wagon R
Honda City,Honda,City,7,63000,Dealer,Diesel,Manual,26.0,1498,98.6,5,475000,49,7875.0,0.0657771847898599,0.26104417670682734,441000,147702.8,Small,Mass Market,Honda_City
Toyota Fortuner,Toyota,Fortuner,6,80000,Individual,Diesel,Manual,12.55,2982,168.5,7,1755000,36,11428.57142857143,0.05648675829701642,0.07404129793510325,480000,502467.0,Large,Mass Market,Toyota_Fortuner
Honda City,Honda,City,10,55000,Dealer,Petrol,Manual,16.9,1497,100.0,5,350000,100,5000.0,0.06675567423230974,0.1673267326732673,550000,149700.0,Small,Mass Market,Honda_City
Hyundai i20,Hyundai,i20,5,11000,Dealer,Petrol,Manual,18.6,1197,81.83,5,575000,25,1833.3333333333333,0.06830550918196995,0.22455632017385008,55000,97950.51,Small,Mass Market,Hyundai_i20
Renault KWID,Renault,KWID,4,17000,Individual,Petrol,Manual,23.01,999,67.0,5,360000,16,3400.0,0.067,0.33838235294117647,68000,66933.0,Small,Mass Market,Renault_KWID
Maruti Alto,Maruti,Alto,4,25000,Individual,Petrol,Manual,24.7,796,47.3,5,275000,16,5000.0,0.059347553324968626,0.5113871635610766,100000,37650.799999999996,Small,Mass Market,Maruti_Alto
Datsun GO,Datsun,GO,5,33350,Individual,Petrol,Manual,19.44,1198,67.0,7,320000,25,5558.333333333333,0.05587989991659716,0.2858823529411765,166750,80266.0,Small,Mass Market,Datsun_GO
Hyundai Grand,Hyundai,Grand,6,62000,Dealer,Petrol,Manual,18.9,1197,82.0,5,370000,36,8857.142857142857,0.06844741235392321,0.22771084337349395,372000,98154.0,Small,Mass Market,Hyundai_Grand
Maruti Swift Dzire,Maruti,Swift Dzire,12,59000,Individual,Petrol,Manual,17.5,1298,85.8,5,275000,144,4538.461538461538,0.06605080831408776,0.20161290322580647,708000,111368.4,Small,Mass Market,Maruti_Swift Dzire
Honda City,Honda,City,7,86113,Dealer,Petrol,Manual,17.4,1497,117.3,5,550000,49,10764.125,0.07830440587449933,0.147083685545224,602791,175598.1,Small,Mass Market,Honda_City
Maruti Swift Dzire,Maruti,Swift Dzire,3,10000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000,9,2500.0,0.05926341072858286,0.3785657158091176,30000,92376.95999999999,Small,Mass Market,Maruti_Swift Dzire
Maruti Wagon R,Maruti,Wagon R,6,92537,Individual,Petrol,Manual,20.51,998,67.04,5,272000,36,13219.57142857143,0.06710710710710711,0.301440329218107,555222,66905.92000000001,Small,Mass Market,Maruti_Wagon R
Maruti Ciaz,Maruti,Ciaz,2,27645,Dealer,Diesel,Manual,28.09,1248,88.5,5,951000,4,9215.0,0.07085668534827862,0.31385474860335194,55290,110448.0,Small,Mass Market,Maruti_Ciaz
Maruti Alto,Maruti,Alto,8,46242,Individual,Petrol,Manual,20.92,998,67.1,5,280000,64,5138.0,0.06716716716716715,0.3071953010279002,369936,66965.79999999999,Small,Mass Market,Maruti_Alto
Honda City,Honda,City,8,70000,Individual,Petrol,Manual,16.8,1497,116.3,5,545000,64,7777.777777777777,0.07763684913217624,0.14322250639386191,560000,174101.1,Small,Mass Market,Honda_City
Renault KWID,Renault,KWID,1,6000,Individual,Petrol,Manual,22.3,799,53.26,5,450000,1,3000.0,0.066575,0.41098415038702546,6000,42554.74,Small,Mass Market,Renault_KWID
Hyundai i20,Hyundai,i20,4,64000,Dealer,Petrol,Manual,18.6,1197,81.83,5,480000,16,12800.0,0.06830550918196995,0.22455632017385008,256000,97950.51,Small,Mass Market,Hyundai_i20
Mahindra Scorpio,Mahindra,Scorpio,4,93000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1060000,16,18600.0,0.06006006006006006,0.1272727272727273,372000,239640.0,Mid,Mass Market,Mahindra_Scorpio
Maruti Alto,Maruti,Alto,8,26200,Dealer,Petrol,Manual,22.74,796,47.3,5,235000,64,2911.1111111111113,0.059347553324968626,0.47080745341614905,209600,37650.799999999996,Small,Mass Market,Maruti_Alto
Maruti Baleno,Maruti,Baleno,4,25000,Individual,Petrol,Manual,21.4,1197,83.1,5,590000,16,5000.0,0.06936560934891485,0.2544589774078478,100000,99470.7,Small,Mass Market,Maruti_Baleno
Toyota Fortuner,Toyota,Fortuner,3,50000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2950000,9,12500.0,0.06331640058055152,0.0735042735042735,150000,480747.5,Large,Mass Market,Toyota_Fortuner
Hyundai Santro,Hyundai,Santro,13,80000,Individual,Petrol,Manual,17.92,1086,62.1,5,110000,169,5714.285714285715,0.05712971481140754,0.2839936608557845,1040000,67440.6,Small,Mass Market,Hyundai_Santro
Mahindra Scorpio,Mahindra,Scorpio,14,110000,Individual,Diesel,Manual,13.5,2179,115.0,5,280000,196,7333.333333333333,0.052752293577981654,0.11637931034482758,1540000,250585.0,Mid,Mass Market,Mahindra_Scorpio
Audi A4,Audi,A4,5,55000,Dealer,Petrol,Automatic,17.84,1395,147.51,5,1851000,25,9166.666666666666,0.10566618911174784,0.12012659080196621,275000,205776.44999999998,Small,Luxury,Audi_A4
Honda City,Honda,City,3,25000,Individual,Petrol,Manual,17.4,1497,117.3,5,750000,9,6250.0,0.07830440587449933,0.147083685545224,75000,175598.1,Small,Mass Market,Honda_City
Hyundai Grand,Hyundai,Grand,6,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,400000,36,5142.857142857143,0.068330550918197,0.2280955829109341,216000,97986.42,Small,Mass Market,Hyundai_Grand
Maruti Swift Dzire,Maruti,Swift Dzire,6,40000,Individual,Diesel,Manual,26.59,1248,74.0,5,530000,36,5714.285714285715,0.059247397918334666,0.3545333333333333,240000,92352.0,Small,Mass Market,Maruti_Swift Dzire
Mahindra Thar,Mahindra,Thar,3,25000,Individual,Diesel,Manual,16.55,2498,105.0,6,870000,9,6250.0,0.04201680672268908,0.1561320754716981,75000,262290.0,Mid,Mass Market,Mahindra_Thar
Renault KWID,Renault,KWID,3,30038,Dealer,Petrol,Manual,25.17,799,53.3,5,295000,9,7509.5,0.06662499999999999,0.46353591160221,90114,42586.7,Small,Mass Market,Renault_KWID
Tata Tiago,Tata,Tiago,4,53000,Individual,Diesel,Manual,27.28,1047,69.0,5,370000,16,10600.0,0.06583969465648855,0.38971428571428574,212000,72243.0,Small,Mass Market,Tata_Tiago
Maruti Swift,Maruti,Swift,3,5000,Individual,Petrol,Manual,21.21,1197,81.8,5,530000,9,1250.0,0.0682804674457429,0.2561594202898551,15000,97914.59999999999,Small,Mass Market,Maruti_Swift
Renault KWID,Renault,KWID,4,35000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000,16,7000.0,0.067,0.35352941176470587,140000,66933.0,Small,Mass Market,Renault_KWID
Ford Ecosport,Ford,Ecosport,8,62000,Dealer,Diesel,Manual,22.7,1498,89.84,5,470000,64,6888.888888888889,0.05993328885923949,0.24988991633641566,496000,134580.32,Small,Mass Market,Ford_Ecosport
Ford Aspire,Ford,Aspire,6,42000,Individual,Diesel,Manual,25.83,1498,99.0,5,390000,36,6000.0,0.06604402935290193,0.2583,252000,148302.0,Small,Mass Market,Ford_Aspire
Mahindra Scorpio,Mahindra,Scorpio,6,80000,Individual,Diesel,Manual,15.4,2179,120.0,7,920000,36,11428.57142857143,0.05504587155963303,0.1272727272727273,480000,261480.0,Mid,Mass Market,Mahindra_Scorpio
Mahindra XUV500,Mahindra,XUV500,8,60000,Individual,Diesel,Manual,15.1,2179,140.0,7,550000,64,6666.666666666667,0.06422018348623854,0.10709219858156029,480000,305060.0,Mid,Mass Market,Mahindra_XUV500
Hyundai Verna,Hyundai,Verna,7,45000,Individual,Diesel,Manual,22.32,1582,126.32,5,635000,49,5625.0,0.07979785217940619,0.175306314797361,315000,199838.24,Mid,Mass Market,Hyundai_Verna
Mahindra XUV500,Mahindra,XUV500,4,50000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1250000,16,10000.0,0.06422018348623854,0.11347517730496454,200000,305060.0,Mid,Mass Market,Mahindra_XUV500
Maruti Alto,Maruti,Alto,3,12000,Individual,Petrol,Manual,24.7,796,47.3,5,300000,9,3000.0,0.059347553324968626,0.5113871635610766,36000,37650.799999999996,Small,Mass Market,Maruti_Alto
Honda City,Honda,City,3,12000,Individual,Petrol,Automatic,18.0,1497,117.6,5,960000,9,3000.0,0.07850467289719626,0.15177065767284992,36000,176047.19999999998,Small,Mass Market,Honda_City
Maruti Vitara,Maruti,Vitara,3,15000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000,9,3750.0,0.07085668534827862,0.27150837988826815,45000,110448.0,Small,Mass Market,Maruti_Vitara
Volkswagen Polo,Volkswagen,Polo,10,63000,Dealer,Petrol,Manual,16.47,1198,73.9,5,249000,100,5727.272727272727,0.06163469557964971,0.21989319092122828,630000,88532.20000000001,Small,Mass Market,Volkswagen_Polo
Tata Hexa,Tata,Hexa,3,30000,Individual,Diesel,Manual,17.6,2179,153.86,7,1400000,9,7500.0,0.07057798165137616,0.11365103964871497,90000,335260.94,Mid,Mass Market,Tata_Hexa
Ford Figo,Ford,Figo,10,160800,Individual,Diesel,Manual,20.0,1399,68.0,5,250000,100,14618.181818181818,0.04857142857142857,0.2898550724637681,1608000,95132.0,Small,Mass Market,Ford_Figo
Hyundai Verna,Hyundai,Verna,7,120000,Individual,Diesel,Manual,22.32,1582,126.32,5,610000,49,15000.0,0.07979785217940619,0.175306314797361,840000,199838.24,Mid,Mass Market,Hyundai_Verna
Ford Ecosport,Ford,Ecosport,5,78247,Dealer,Diesel,Manual,21.7,1498,98.96,5,545000,25,13041.166666666666,0.06601734489659773,0.21708683473389356,391235,148242.08,Small,Mass Market,Ford_Ecosport
Hyundai Verna,Hyundai,Verna,8,113000,Individual,Diesel,Manual,22.32,1582,126.3,5,480000,64,12555.555555555555,0.07978521794061907,0.1753338570306363,904000,199806.6,Mid,Mass Market,Hyundai_Verna
Hyundai i20,Hyundai,i20,7,52000,Dealer,Petrol,Manual,18.6,1197,81.83,5,395000,49,6500.0,0.06830550918196995,0.22455632017385008,364000,97950.51,Small,Mass Market,Hyundai_i20
Toyota Innova,Toyota,Innova,9,109000,Dealer,Diesel,Manual,12.99,2494,100.6,7,495000,81,10900.0,0.04032064128256513,0.12785433070866142,981000,250896.4,Mid,Mass Market,Toyota_Innova
Hyundai Grand,Hyundai,Grand,4,90000,Individual,Petrol,Manual,18.9,1197,82.0,5,470000,16,18000.0,0.06844741235392321,0.22771084337349395,360000,98154.0,Small,Mass Market,Hyundai_Grand
Volkswagen Polo,Volkswagen,Polo,10,98000,Dealer,Diesel,Manual,22.07,1199,73.9,5,200000,100,8909.09090909091,0.06158333333333334,0.2946595460614152,980000,88606.1,Small,Mass Market,Volkswagen_Polo
Hyundai i20,Hyundai,i20,5,20000,Individual,Diesel,Manual,21.19,1396,88.73,5,699000,25,3333.3333333333335,0.06351467430207589,0.23615290315390616,100000,123867.08,Small,Mass Market,Hyundai_i20
Maruti Wagon R,Maruti,Wagon R,7,21717,Individual,Petrol,Manual,20.51,998,67.04,5,340000,49,2714.625,0.06710710710710711,0.301440329218107,152019,66905.92000000001,Small,Mass Market,Maruti_Wagon R
Renault Duster,Renault,Duster,7,40000,Individual,Diesel,Manual,20.45,1461,83.8,5,500000,49,5000.0,0.0573187414500684,0.2411556603773585,280000,122431.8,Small,Mass Market,Renault_Duster
Honda City,Honda,City,4,50000,Individual,Petrol,Manual,17.14,1497,117.6,5,1050000,16,10000.0,0.07850467289719626,0.14451939291736932,200000,176047.19999999998,Small,Mass Market,Honda_City
Renault Duster,Renault,Duster,5,90000,Individual,Diesel,Manual,19.6,1461,108.45,5,600000,25,15000.0,0.07417920656634747,0.17907720420283235,450000,158445.45,Small,Mass Market,Renault_Duster
Maruti Swift,Maruti,Swift,4,27876,Dealer,Petrol,Manual,20.4,1197,81.8,5,491000,16,5575.2,0.0682804674457429,0.24637681159420288,111504,97914.59999999999,Small,Mass Market,Maruti_Swift
